"address","business_id","categories","city","is_open","latitude","longitude","name","postal_code","review_count","stars","state"
"15205 John J Delaney Dr., Ste B","5mANVLSLwQjZNpisYGbglQ","Health Markets, Food, Weight Loss Centers, Cosmetics & Beauty Supply, Health & Medical, Drugstores, Vitamins & Supplements, Specialty Food, Shopping, Nutritionists, Beauty & Spas","Charlotte",True,"35","-81","NutriShop","28277","10","5","NC"
"10722 Carmel Commons Blvd, Ste 450","-0lbeUxS9QDBtIS5KtPKZw","Nutritionists, Weight Loss Centers, Health & Medical, Naturopathic/Holistic, Doctors, Family Practice","Charlotte",True,"35","-81","Charlotte Natural Wellness","28226","4","4","NC"
"8025 Ardrey Kell Rd","FoZQW4WpXAEOOVZ9MepnZA","Food, Vegetarian, Restaurants, American (Traditional), Desserts","Charlotte",True,"35","-81","Switchin' Kitchens","28277","8","5","NC"
"8760 JM Keynes Dr","6ZvyA9xE0bKGanHOTjLioA","American (Traditional), Burgers, Steakhouses, Sandwiches, Barbeque, Restaurants","Charlotte",False,"35","-81","Smokey Bones Bar & Fire Grill","28262","27","3","NC"
"7833 South Blvd","0QXlfZ23OTlnJU0ZLpBAkQ","Food, Desserts, Shaved Ice","Charlotte",True,"35","-81","Pelican's Snoballs","28273","4","4","NC"
"8200 Providence Rd, Ste 100","gI6rLFU0jwO-wHEsl__5QQ","Mexican, Restaurants, Sandwiches, Event Planning & Services, Fast Food, Caterers","Charlotte",True,"35","-81","QDOBA Mexican Eats","28277","15","3","NC"
"4817 Water Oak Rd","GUB8_RqpiDtKpLIhEHNKAQ","Apartments, Real Estate, Home Services","Charlotte",False,"35","-81","The Regency - Bell Partners","28211","3","2","NC"
"7030 Pineville Matthws Rd","Lug2bwnwxfJmfMpSxu48OQ","Doctors, Health & Medical, Internal Medicine","Charlotte",True,"35","-81","South Charlotte Primary Care","28226","5","3","NC"
"5622 E Independence Blvd, Ste 123","Ts6rsNgeMTL5r9mzSkMSHw","Tobacco Shops, Shopping","Charlotte",False,"35","-81","Infinity's End","28212","4","3","NC"
"2706 W Mallard Creek Church, Ste 120","_gCfwQH8IxctGtMDEh-pfw","Food, Coffee & Tea","Charlotte",False,"35","-81","Caribou Coffee","28262","5","4","NC"
NULL,"ryhFIQc4NbAZIfq3JUvf1Q","Restaurants, American (Traditional), Desserts, Cheesesteaks, Food","Charlotte",False,"35","-81","CCs Sweet Potato Pies","28216","15","5","NC"
"Rain Salon Spa, 1910 S Blvd  Ste 110","d_pv7Fi7oMQlZCsf2jBpLQ","Skin Care, Beauty & Spas, Waxing, Eyelash Service, Hair Removal","Charlotte",True,"35","-81","Miss Brow","28203","24","5","NC"
"7127 Rollingridge Dr","vPmvOHm3EMREUGJoLuhwhA","Professional Services, Keys & Locksmiths, Security Systems, Home Services","Charlotte",True,"35","-81","Southeast Locksmith","28211","7","5","NC"
"8225 Northlake Commons Blvd","tshN5rYRrzanHu4ZiwCVrA","Restaurants, Italian, Wine Bars, Bars, Salad, Nightlife","Charlotte",True,"35","-81","Olive Garden Italian Restaurant","28216","103","3","NC"
"139 S Tryon St","tInrGCzll4k9hF34Ye1rvQ","Venues & Event Spaces, Vegetarian, Buffets, Restaurants, Event Planning & Services, Brazilian, Nightlife, Bars, Steakhouses, Cocktail Bars","Charlotte",True,"35","-81","Chima Steakhouse","28202","454","4","NC"
"14145 Rivergate Pkwy, Ste 100","8cOdebhS5uGmuUpc31WffQ","Barbers, Beauty & Spas, Hair Salons, Men's Hair Salons","Charlotte",True,"35","-81","Sport Clips Haircuts of RiverGate at Steele Creek","28273","19","4","NC"
"10020 Monroe Rd","dy9VGj4N-sJD1bGse9y9Zw","Specialty Food, Seafood, Seafood Markets, Restaurants, Food","Charlotte",True,"35","-81","Deep Sea Seafood Market","28270","167","5","NC"
NULL,"TMCNTvkPKtm3Js4sqv_Fuw","Contractors, Home & Garden, Home Cleaning, Movers, Carpet Cleaning, Local Services, Professional Services, Shopping, Home Services, Office Cleaning","Charlotte",True,"35","-81","JA & JS Cleaning Service","28269","4","5","NC"
"1800 Camden Rd, Ste 107-116","7_aKLd7si5cuD5588cSArg","Apartments, Real Estate Services, Real Estate Agents, Real Estate, Property Management, Home Services","Charlotte",True,"35","-81","Zalecki Real Estate","28203","3","5","NC"
"1616 Camden Rd, Ste 130","F3-3hzo-ScZlOO4MdhQyUg","Juice Bars & Smoothies, Food, Acai Bowls","Charlotte",True,"35","-81","Clean Juice","28203","42","4","NC"
"5416 New Fashion Way, Ste 855","Ut5O_y_oE2Whv5gN16i4ZA","Fashion, Accessories, Eyewear & Opticians, Sunglasses, Shopping","Charlotte",True,"35","-81","Sunglass Hut","28278","7","4","NC"
"9510 University City Blvd, Ste 201","-H8PRdCbQmXkh6-S6tTrjg","Hobby Shops, Tobacco Shops, Shopping, Vape Shops, Electronics","Charlotte",True,"35","-81","Charlotte Vapes","28213","9","4","NC"
"7520 S Tryon St, Ste 19","IVbvOKxV9mN1OuZBl-3_rA","Restaurants, Southern, Soul Food","Charlotte",True,"35","-81","La'Wan's","28217","138","4","NC"
"2101 Rexford Rd, Ste 100E","VG12JEkU7jd9DutiZraZCw","Mortgage Lenders, Financial Services","Charlotte",True,"35","-81","Community Lending Team","28211","5","5","NC"
"4808 Central Ave","ngjl1kOSXpdP38gZHCGY5Q","Restaurants, Vegetarian, Ethiopian, Caribbean, Hookah Bars, Nightlife, Bars","Charlotte",True,"35","-81","Queen Sheba Bar & Restaurant","28205","55","4","NC"
"8016 Providence Rd","67IWr5jwskv0-RwWAhkTaA","Chinese, Noodles, Restaurants, Thai, Italian, Fast Food, Asian Fusion, Comfort Food, American (Traditional)","Charlotte",True,"35","-81","Noodles & Company","28277","32","3","NC"
"10110 Benfield Rd","Uhco1zPyMl6rlbozQdRP9A","Food, Shopping, Drugstores, Grocery","Charlotte",True,"35","-81","Publix","28269","25","5","NC"
"2422 Park Rd","AlY104fq3a6-U5-2sGw2ew","Shopping, Shoe Stores, Sporting Goods, Fashion","Charlotte",False,"35","-81","Run For Your Life - Dilworth","28203","21","4","NC"
"3701 Arco Corporate Dr, Ste 201","WJ3Z-mKutmowj7EvYMvCwg","Financial Services","Charlotte",True,"35","-81","Sebonic Financial","28273","5","4","NC"
"1133 N Wendover Rd","vFT7XuyisWFUjS6-4u5IKg","Coffee & Tea, Shopping, Books, Mags, Music & Video, Food, Bookstores","Charlotte",True,"35","-81","Julia's Café and Books","28211","81","5","NC"
"2725 South Blvd, Ste B","QifB5xsZflXW7mlq5PmVIg","Ice Cream & Frozen Yogurt, Acai Bowls, Food, Juice Bars & Smoothies","Charlotte",True,"35","-81","Nekter Juice Bar","28209","54","5","NC"
"4800 Express Dr 19769 Smb 2488","kxFWU1T7610r1qd6UP2PSA","Public Services & Government, Active Life, Post Offices, Summer Camps","Charlotte",True,"35","-81","STEM-4-Kidzz","28208","3","2","NC"
"400 Clarice Ave","howSz5O304FbsPO58mGc-g","Health & Medical, Weight Loss Centers, Doctors","Charlotte",True,"35","-81","Dr Marlowe's Weight Loss Institute","28204","5","3","NC"
"1412F East Blvd","sVoeqb0-JCf82n4z9cUJLA","Pizza, Sandwiches, Salad, Restaurants, American (New)","Charlotte",True,"35","-81","Crisp","28203","111","4","NC"
"8901 South Blvd","-GMdureOX4D80wey3gmwzw","Car Rental, Hotels & Travel","Charlotte",False,"35","-81","Enterprise Rent-A-Car","28273","6","5","NC"
"2400 South Blvd, Ste 202-106","whbab5_zDA3nNqeYEe7cHA","Waxing, Skin Care, Day Spas, Hair Removal, Health & Medical, Beauty & Spas, Eyelash Service, Medical Spas","Charlotte",True,"35","-81","Rejuvenate Mind Body Soul","28203","9","5","NC"
"8022 Providence Rd, Ste 600","kd2kHMQTDQPjuBTO5nFHPQ","Shopping, Jewelry","Charlotte",True,"35","-81","Brownlee Jewelers","28277","12","3","NC"
"2914 Mthollyhuntersville Rd, Ste A","D4HmMucHUA_Pd8RmNfv-aw","Food, Ice Cream & Frozen Yogurt, Arcades, Arts & Entertainment","Charlotte",True,"35","-81","X-tra Ball Ice Cream & Pinball","28214","7","5","NC"
"12740 S Tryon St, Ste 13","TLO9DLTTsCtfg6EQNLjvNQ","Waxing, Hair Removal, Threading Services, Beauty & Spas","Charlotte",True,"35","-81","Wax Me Gently","28273","7","5","NC"
"14815 Ballantyne Village Way, Ste 16","qn9b8n1RqVakeliNctBa3Q","Beauty & Spas, Hair Salons, Hair Extensions, Hair Stylists","Charlotte",True,"35","-81","Treatment Salon","28277","11","4","NC"
"3120 N Davidson St","QH2OSulslnQ7Yn8Xs81SPg","American (Traditional), Restaurants, Nightlife, Beer Bar, American (New), Pubs, Bars","Charlotte",True,"35","-81","Growlers Pourhouse","28205","219","4","NC"
"2610 South Blvd","1DwUe68y7iyOIJOrR4SepQ","Interval Training Gyms, Gyms, Trainers, Sports Clubs, Recreation Centers, Fitness & Instruction, Boot Camps, Active Life","Charlotte",True,"35","-81","Madabolic Southend","28209","22","5","NC"
"9101 Kings Parade Blvd","8fei_-487aPy1RSD1AA6pg","Cosmetology Schools, Education, Hair Salons, Beauty & Spas, Specialty Schools","Charlotte",False,"35","-81","Regency Beauty Institute","28273","3","5","NC"
"1911 Central Ave","CgCkOG9Z5gCO3fgq-ficpQ","Restaurants, Breakfast & Brunch, Pizza, Gluten-Free, Vegetarian, Salad","Charlotte",True,"35","-81","Pure Pizza","28205","151","4","NC"
"7510 Pineville Matthew Rd, Ste 10A-2","eMYeEapscbKNqUDCx705hg","Tex-Mex, Latin American, Restaurants, Mexican","Charlotte",True,"35","-81","Moe's Southwest Grill","28226","27","3","NC"
NULL,"t3KmyTHsPh2egHBgHwNRZw","Professional Sports Teams, Arts & Entertainment, Amateur Sports Teams, Active Life","Charlotte",True,"35","-81","Charlotte Roller Girls","28299","9","5","NC"
"8133 Ardrey Kell Rd, Ste 103","9irqLgBwUal_HI0mNkqTEQ","Restaurants, Italian, Pizza","Charlotte",False,"35","-81","Palone's Pizza","28277","11","4","NC"
"4300 N Tryon Rd","0B7RD1aFFNnrv3p43pdtlQ","Grocery, Food","Charlotte",True,"35","-81","Compare Foods","28213","15","3","NC"
"2320 N Davidson St, Ste D","9yZPy1Vlr6W7J9tpLFubXA","Bars, Nightlife, Recreation Centers, Leisure Centers, Beer Bar, Active Life, Food, Breweries","Charlotte",True,"35","-81","Free Range Brewing","28205","94","4","NC"
"2707 Little Rock Rd","4bkEDLMcuPXez2prIf0enQ","Venues & Event Spaces, Hotels, Resorts, Event Planning & Services, Hotels & Travel","Charlotte",True,"35","-81","Holiday Inn Charlotte-Airport Conf Ctr","28214","46","3","NC"
"201 N Tryon St","kFEqEz7xdkCNHlJJzenssA","Restaurants, American (New)","Charlotte",False,"35","-81","Zink American Kitchen","28202","36","4","NC"
"6230 Albemarle Rd","Cn7LdD5-vewWHm7NWVqMKw","Automotive, Oil Change Stations, Auto Repair","Charlotte",True,"35","-81","Greasy Axle","28212","4","2","NC"
"5808 University Pointe Blvd","E1u_8CJifoozZd_ZRkcSZw","Shopping, Thrift Stores","Charlotte",True,"35","-81","Goodwill Industries of the Southern Piedmont","28262","3","2","NC"
"16721 Orchard Stone Run, Ste 100","VvXI3pyUFl1MAimZsX5RrA","Restaurants, Pizza, Italian","Charlotte",True,"35","-81","Lorenzo's Pizzeria","28277","135","4","NC"
"6420 Rea Rd","uTJKfu-93DBqGfwb_k1-VQ","Food, Sandwiches, Restaurants, Bakeries","Charlotte",True,"35","-81","Great Harvest Bread","28277","25","4","NC"
NULL,"mRuEr9U50eYullxC7-Ee6Q","Arts & Entertainment, Festivals","Charlotte",True,"35","-81","Ciao Italia!",NULL,"5","2","NC"
"333 East Trade St","nmOJhPW62nCiuXHJuWooIg","Arts & Entertainment, Active Life, Nightlife, Professional Sports Teams, Stadiums & Arenas, Home Services, Sports Clubs, Television Service Providers, Music Venues","Charlotte",True,"35","-81","Spectrum Center","28202","159","4","NC"
"Galleria Commons, 1605 Galleria Blvd, Ste 140","eGsKUwNePmHUM2CqGIuxUA","Ice Cream & Frozen Yogurt, Restaurants, Food","Charlotte",False,"35","-81","Rita's Ice & Custard","28270","11","5","NC"
NULL,"A7yZC9r8jLCNzOt8oj9Z6Q","Mobile Dent Repair, Automotive, Body Shops, Auto Detailing","Charlotte",True,"35","-81","Carolina Dent Co","28205","14","5","NC"
"1440 S Tryon St, Ste 105","aW5K1F2FRoQaCvGLOezjcQ","Dance Clubs, Fitness & Instruction, Nightlife, Lounges, Bars, Yoga, Active Life","Charlotte",False,"35","-81","Dharma Lounge","28203","30","4","NC"
"2330 Tipton Dr, Ste 100","EFdfdRSRsSSE-ywWUvKAHQ","Active Life, Venues & Event Spaces, Go Karts, Event Planning & Services","Charlotte",True,"35","-81","Victory Lane Indoor Karting Center","28206","44","4","NC"
"1201 W Sugar Creek Rd","QXu5iUDVCg4fQ7SmiMSj6A","Restaurants, Burgers, Hot Dogs, Coffee & Tea, Fast Food, Food","Charlotte",True,"35","-81","McDonald's","28213","9","1","NC"
"5701 Brookshire Blvd","t3LuYQKYr4AzkzuhTXdW_w","Local Services, Self Storage","Charlotte",True,"35","-81","Brookshire Mini Storage","28216","3","4","NC"
"2140 South Blvd","lUTbQA7X6MlgIo3ul4eAFQ","Local Flavor","Charlotte",True,"35","-81","Dilworth South End Chili Cook Off","28203","4","5","NC"
"829 Providence Rd","WUGbiFUhH6Iil_GCD0XU4g","American (Traditional), Comfort Food, Restaurants, Caterers, Event Planning & Services","Charlotte",True,"35","-81","Boston Market","28207","18","4","NC"
"108 Manley St","bIpgMeKVRXZqk17uD7XmSA","Home Services, Contractors, Shopping, Fences & Gates, Building Supplies, Hardware Stores, Home & Garden","Charlotte",True,"35","-81","Town & Country Fence","28216","11","4","NC"
"1006 State St","NR2CvbJyq-5SbY7l3lU2Rg","Movers, Home Services","Charlotte",False,"35","-81","Go-Getters Moving Labor","28208","3","1","NC"
"3100 Central Ave, Ste 7","AqM7xScMk-EyDHYmklALCA","Mexican, Restaurants","Charlotte",True,"35","-81","Adamary's Restaurante y Pupuseria","28205","3","5","NC"
"1600 E Woodlawn Rd, Ste 110","OO2-SWrNXyZGoytcaNIH0g","Food, Ice Cream & Frozen Yogurt, Desserts","Charlotte",True,"35","-81","Ben & Jerry's","28209","21","4","NC"
"2825 Randolph Rd","PDxg5cJZPyUzU4zHL-5eMA",NULL,"Charlotte",True,"35","-81","Charlotte Surgery Center","28211","3","4","NC"
"2512 Westinghouse Blvd","4F0QBhAfGDS9up1tgp4k6g","Blow Dry/Out Services, Hair Stylists, Beauty & Spas, Men's Hair Salons, Barbers, Hair Salons","Charlotte",True,"35","-81","JonV Hairstudio","28273","4","5","NC"
"112 S Tryon St","wJnhUJCOYkncLPZAwaMffA","Restaurants, Chinese, Sushi Bars, Soup, Asian Fusion","Charlotte",True,"35","-81","Room 112","28284","264","4","NC"
"127 N Tryon St","JQAJTyQq7X1Tt2eH3-NThw","Food, Restaurants, Southern, Fast Food, American (New)","Charlotte",False,"35","-81","Bojangles'","28202","4","3","NC"
"430 E Mccullough Dr","fu3OHMXmWql93wFKgKP8DA","Shopping, Home Decor, Home & Garden, Furniture Stores, Mattresses","Charlotte",True,"35","-81","Ashley HomeStore","28262","34","2","NC"
"1301 E Blvd","ACipqGe2moRp4MwANsxw-A","Burgers, Restaurants, American (Traditional), Nightlife, Sports Bars, Bars","Charlotte",False,"35","-81","Picasso's Sports Cafe","28203","18","4","NC"
"8130 Wilkinson Blvd","ZOQd-B4_8qhxWjUCx43_IA","Car Dealers, Automotive","Charlotte",True,"35","-81","Little Rock Auto Sales","28214","3","4","NC"
"201 S McDowell St","EwPAkEUE1DtwWymmv6rS3g","Event Planning & Services, Hotels & Travel, Hotels","Charlotte",True,"35","-81","Fairfield Inn & Suites","28204","38","4","NC"
"5501 Josh Birmingham Pkwy, Gate 27, Concourse E","L-CU_omta7blxdeh5JcMPg","Fast Food, Pan Asian, Restaurants, Chinese","Charlotte",True,"35","-81","Panda Express","28208","9","3","NC"
"100 N Tryon St, Ste 220","2Oe2XJOV3XUA8YyEqLoXRQ","Financial Services, Banks & Credit Unions","Charlotte",True,"35","-81","Bank of America","28202","126","2","NC"
"4620 Piedmont Row Dr, Ste 100","VJ46ohh-N7iHKfEX1z7mcg","Food, Breakfast & Brunch, Coffee & Tea, Desserts, Belgian, Restaurants","Charlotte",False,"35","-81","Cast Iron Waffles","28210","46","4","NC"
"124 Brevard Ct, Ste B","6Vta5iOnGJHTRLripzSJSQ","Active Life, Yoga, Fitness & Instruction","Charlotte",False,"35","-81","Niravadhi Yoga","28202","6","5","NC"
"2612 E 7th St","vrW3Dlh_ywpG6-c2fq8A3g","Cosmetic Dentists, Dentists, Oral Surgeons, Dental Hygienists, Health & Medical, General Dentistry","Charlotte",True,"35","-81","Michael L Stout, DDS","28204","7","5","NC"
"308 W Carson Blvd","co82I6L6eTmoPCX44wOfRg","Festivals, Arts & Entertainment, Yelp Events, Local Flavor","Charlotte",True,"35","-81","South End Wine Festival","28203","5","5","NC"
"4420 East Independence Blvd","cmZmXW6bGTRTuDALf04Kdw","Boot Camps, Health & Medical, Weight Loss Centers, Gyms, Active Life, Fitness & Instruction","Charlotte",True,"35","-81","Body Upgrade Fitness","28205","3","5","NC"
"1913 J N Pease Pl","QeuCMyZYwHFELAahA_b0xg","Health & Medical, Optometrists","Charlotte",False,"35","-81","Sie Eyecare OD PA","28262","3","5","NC"
"5320 Monroe Rd","BUHMTyICgrR8LVcp82yQpQ","Automotive, Auto Repair","Charlotte",True,"35","-81","Import Connection","28205","3","4","NC"
"6230 Fairview Rd, Ste 450","CGPulfOy0zhvrFM8cunP-w","Mortgage Brokers, Real Estate, Real Estate Services, Home Services","Charlotte",False,"35","-81","First Financial Services","28210","59","2","NC"
"9630 University City Blvd, Ste D","0Cikq0JZxNPisFA1the6sw","Shopping, Vape Shops, Tobacco Shops, Head Shops","Charlotte",True,"35","-81","One Stop Smoke Shop","28213","8","3","NC"
"5300 Old Pineville Road","FU6AekK18XL9O3x7HNTGqQ","Adult Entertainment, Nightlife","Charlotte",True,"35","-81","Onyx Club","28217","21","4","NC"
"303 E Trade St","n9AFX9B28MH-1vO94wDYwA","Train Stations, Hotels & Travel","Charlotte",True,"35","-81","LYNX CTC/Arena Station","28202","7","4","NC"
"101 S Tryon St","i1CjtZPz2h0Q8Y2-H_miuQ","Bagels, Restaurants, Food","Charlotte",False,"35","-81","Einstein's Bagels","28280","5","4","NC"
"1919 Commonwealth Ave","rxglJ4Lz6ZIkBrAMb_HGMQ","Piano Bars, Sports Bars, Arts & Entertainment, Performing Arts, Lounges, Nightlife, Bars","Charlotte",True,"35","-81","Petra's Bar","28205","35","4","NC"
"13725 South Ridge Dr","03oEaHPyBejuIvJSn2OaYg","Home Services, Water Purification Services, Appliances & Repair, Heating & Air Conditioning/HVAC, Local Services, Water Heater Installation/Repair, Plumbing","Charlotte",True,"35","-81","Morris-Jenkins","28273","83","3","NC"
"5321 E Independence Blvd","uKsqfC2xgE3XTxDyhWM3EA","Shoe Stores, Fashion, Shopping","Charlotte",False,"35","-81","Rock & Roll Emporium","28212","3","4","NC"
"12840 Walker Branch Dr, Ste 100","2zQaLJEaNeFa9ry5mn48_w","Fashion, Shoe Stores, Shopping","Charlotte",True,"35","-81","Rack Room Shoes","28273","4","2","NC"
"9630 University City Blvd","G1Btee9vTHMRuka3lcRRfw","Laundry Services, Dry Cleaning & Laundry, Local Services","Charlotte",True,"35","-81","Fancy Care Cleaners","28213","6","3","NC"
"211 W Worthington Ave","n2a29ATEIUztRrD0GrR5bg","Shopping, Mattresses, Home & Garden","Charlotte",True,"35","-81","Dilworth Mattress Factory","28203","4","5","NC"
"4400 Sharon Rd, Ste L11","QtOUzrk3uDb7sw72V2dCzw","Kitchen & Bath, Furniture Stores, Mattresses, Shopping, Home & Garden","Charlotte",True,"35","-81","Smart Bamboo","28211","4","4","NC"
"13736 Conlan Cir","pfJLPRSRFh60zH02E9Hjfw","Bagels, Food","Charlotte",True,"35","-81","Einstein Bros Bagels","28277","56","3","NC"
"3120 Milton Rd","yWPZAl1jwJxzNUe_LhbZlA","Medical Centers, Health & Medical, Blood & Plasma Donation Centers","Charlotte",True,"35","-81","Octapharma Plasma","28215","4","2","NC"
"9325 Center Lake Dr, Ste 130","GE2I21ZJMlrOtJ1_dnRCEA","Insurance, Financial Services","Charlotte",True,"35","-81","Geico Insurance Agent","28216","3","4","NC"
"6107 South Blvd","Okm4L-vcrZkWJ7GB-auhFQ","Beauty & Spas, Hair Salons, Barbers","Charlotte",True,"35","-81","Marconi Salon & Barber Shop","28217","19","4","NC"
"8652 Pineville-Matthews Rd","gIIEgpdUPm1IMs-yKl-91A","Restaurants, Sandwiches, Cafes","Charlotte",True,"35","-81","K&W Cafeteria","28210","36","3","NC"
"237 N Tryon St","wTM0rpskJ3JILGBs295X-A","Restaurants, Hotels & Travel, Event Planning & Services, Hotels","Charlotte",True,"35","-81","Dunhill Hotel","28202","76","4","NC"
"10403 Park Rd, Ste E","sPwgafejYVdf8hd4-oDYVg","Restaurants, Pubs, Bars, Cheesesteaks, Nightlife, Chicken Wings, Burgers","Charlotte",True,"35","-81","DD Peckers","28210","234","4","NC"
"16631 Lancaster Hwy","Mtx3hL9V4lx4I04vrDTWJA","Food, Juice Bars & Smoothies, Acai Bowls, Coffee & Tea","Charlotte",True,"35","-81","The Lights Juicery & Cafe","28277","38","5","NC"
"6003 Albemarle Rd","JJxI7OA8wgr8ZMuwaKborQ","Peruvian, Restaurants","Charlotte",False,"35","-81","Rotisserie Pollo Rico","28212","4","4","NC"
"1600 S Mint St","pkPGkiFYWrB6guAM5BprkQ","Delis, Italian, Specialty Food, Pasta Shops, Food, Grocery, Restaurants","Charlotte",True,"35","-81","Pasta & Provisions","28203","4","5","NC"
"810 Tyvola Rd, Ste 120","mM5lySf6ZXJqkK3wKQoxew","Home Services, Damage Restoration, Windows Installation, Roofing, Gutter Services, Contractors, Siding","Charlotte",True,"35","-81","Storm Guard Roofing and Construction","28217","3","5","NC"
"10823 John Price Rd","qcTaluNjodgXvSE-MFYvKQ","Restaurants, Pizza, Food, Chicken Wings, American (Traditional), Desserts","Charlotte",True,"35","-81","Cicis","28273","30","3","NC"
"6420 Rea Rd","bc8JzcJQYZWXrNFl9mhg3g","Beauty & Spas, Nail Salons","Charlotte",True,"35","-81","Best Nails & Tan","28277","7","5","NC"
